date,time,devname,srcip,dstip,srcport,dstport,protocol,action,duration,bytes_sent,bytes_received,service,logid,policyid,type,subtype,level,msg
2025-08-05,14:01:31,FG60D-FW01,192.168.1.159,10.0.0.255,10982,21,17,accept,33,3038,1165,DHCP,1080206428,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:39:44,FG60D-FW01,192.168.1.41,185.199.110.153,17003,53,17,accept,57,4741,9587,HTTP,2477990174,2,traffic,forward,notice,HTTP session allowed
2025-08-05,14:46:04,FG60D-FW01,192.168.1.167,10.0.0.255,64817,80,6,accept,24,3106,5384,DHCP,7585079148,4,traffic,forward,notice,DHCP request processed
2025-08-05,13:46:48,FG60D-FW01,192.168.1.85,45.33.32.156,53269,445,17,deny,25,3232,2475,SMB,7054176487,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:16:26,FG60D-FW01,192.168.1.215,185.199.110.153,53612,443,6,accept,13,3793,6791,HTTP,1685003886,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:19:25,FG60D-FW01,192.168.1.181,8.8.8.8,32159,53,6,accept,36,1933,2859,dns,3203458753,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:09:39,FG60D-FW01,192.168.1.193,8.8.8.8,13736,21,6,accept,51,2625,5690,dns,2730488482,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:29:19,FG60D-FW01,192.168.1.246,45.33.32.156,33825,21,17,deny,21,749,2221,SMB,4966764327,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:01:47,FG60D-FW01,192.168.1.217,10.0.0.255,18750,22,17,accept,31,2083,8604,DHCP,2470828934,1,traffic,forward,notice,DHCP request processed
2025-08-05,14:48:34,FG60D-FW01,192.168.1.174,8.8.8.8,7194,80,17,accept,33,4734,5729,dns,3354316628,1,traffic,forward,notice,DNS query allowed
2025-08-05,14:21:04,FG60D-FW01,192.168.1.139,45.33.32.156,28874,80,6,deny,35,820,868,SMB,3052754534,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:34:49,FG60D-FW01,192.168.1.96,185.199.110.153,3663,443,17,accept,9,1483,5164,HTTP,5973077773,0,traffic,forward,notice,HTTP session allowed
2025-08-05,14:13:04,FG60D-FW01,192.168.1.226,185.199.110.153,47429,53,17,accept,9,4881,2061,HTTP,3342957637,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:43:42,FG60D-FW01,192.168.1.73,8.8.8.8,60206,21,6,accept,5,3576,5294,dns,2994080528,2,traffic,forward,notice,DNS query allowed
2025-08-05,15:35:57,FG60D-FW01,192.168.1.36,185.220.101.4,44454,80,17,deny,16,1452,2773,DHCP,1938212833,0,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:53:51,FG60D-FW01,192.168.1.15,8.8.8.8,19039,21,17,accept,40,4844,9180,dns,1189516826,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:09:11,FG60D-FW01,192.168.1.38,185.199.110.153,57581,443,6,accept,31,1550,6969,HTTP,2891165252,3,traffic,forward,notice,HTTP session allowed
2025-08-05,14:23:36,FG60D-FW01,192.168.1.175,203.0.113.7,32536,21,6,deny,26,2080,5026,HTTP,8563525012,5,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:22:01,FG60D-FW01,192.168.1.166,10.0.0.255,9032,53,17,accept,33,3006,2184,DHCP,3051475243,4,traffic,forward,notice,DHCP request processed
2025-08-05,15:38:01,FG60D-FW01,192.168.1.127,10.0.0.255,21699,3389,6,accept,16,2577,7367,DHCP,5479895791,0,traffic,forward,notice,DHCP request processed
2025-08-05,14:05:08,FG60D-FW01,192.168.1.214,8.8.8.8,26897,21,17,accept,18,4749,1645,dns,1019428148,2,traffic,forward,notice,DNS query allowed
2025-08-05,14:00:45,FG60D-FW01,192.168.1.95,10.0.0.255,24452,445,17,accept,33,1338,6378,DHCP,2990185667,4,traffic,forward,notice,DHCP request processed
2025-08-05,15:26:38,FG60D-FW01,192.168.1.106,45.33.32.156,5252,22,17,deny,49,596,790,SMB,1545417634,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:24:52,FG60D-FW01,192.168.1.106,45.33.32.156,33563,22,17,deny,5,4904,5013,SMB,1211475790,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:40:16,FG60D-FW01,192.168.1.214,8.8.8.8,5370,443,6,accept,47,2965,4069,dns,2442247350,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:00:20,FG60D-FW01,192.168.1.206,10.0.0.255,17564,443,17,accept,15,1302,2977,DHCP,2992181078,5,traffic,forward,notice,DHCP request processed
2025-08-05,15:28:31,FG60D-FW01,192.168.1.2,10.0.0.255,23544,445,17,accept,47,2429,172,DHCP,6203183906,3,traffic,forward,notice,DHCP request processed
2025-08-05,13:54:37,FG60D-FW01,192.168.1.95,104.16.249.249,48270,21,17,accept,25,1857,1485,HTTPS,1660929952,2,traffic,forward,notice,HTTPS connection established
2025-08-05,14:50:34,FG60D-FW01,192.168.1.201,104.16.249.249,10372,21,6,accept,48,3435,5744,HTTPS,2575935308,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:05:02,FG60D-FW01,192.168.1.126,185.199.110.153,60527,22,17,accept,23,899,6604,HTTP,2397128398,1,traffic,forward,notice,HTTP session allowed
2025-08-05,15:21:49,FG60D-FW01,192.168.1.252,104.16.249.249,4028,443,6,accept,12,3363,9662,HTTPS,3671159816,4,traffic,forward,notice,HTTPS connection established
2025-08-05,15:05:50,FG60D-FW01,192.168.1.235,8.8.8.8,44248,3389,6,accept,7,2042,3264,dns,3001111094,5,traffic,forward,notice,DNS query allowed
2025-08-05,15:24:58,FG60D-FW01,192.168.1.161,45.33.32.156,64270,21,17,deny,27,2836,774,SMB,5872849948,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:13:27,FG60D-FW01,192.168.1.63,8.8.8.8,6017,53,17,accept,4,3761,3478,dns,1930831901,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:57:00,FG60D-FW01,192.168.1.93,10.0.0.255,34902,80,6,accept,2,1815,217,DHCP,1469821525,5,traffic,forward,notice,DHCP request processed
2025-08-05,15:01:31,FG60D-FW01,192.168.1.204,8.8.8.8,4689,22,17,accept,47,3931,3509,dns,1179838651,1,traffic,forward,notice,DNS query allowed
2025-08-05,14:40:50,FG60D-FW01,192.168.1.222,185.199.110.153,49190,53,17,accept,19,1016,5900,HTTP,9696688519,4,traffic,forward,notice,HTTP session allowed
2025-08-05,15:21:26,FG60D-FW01,192.168.1.20,8.8.8.8,32587,22,17,accept,54,901,849,dns,9208096367,5,traffic,forward,notice,DNS query allowed
2025-08-05,15:18:49,FG60D-FW01,192.168.1.189,198.51.100.23,31532,443,6,deny,42,3274,1756,HTTPS,7940838582,0,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:28:23,FG60D-FW01,192.168.1.72,8.8.8.8,15452,53,17,accept,18,2308,6516,dns,1095323968,2,traffic,forward,notice,DNS query allowed
2025-08-05,14:23:23,FG60D-FW01,192.168.1.197,104.16.249.249,53651,22,6,accept,17,94,3828,HTTPS,3198897310,5,traffic,forward,notice,HTTPS connection established
2025-08-05,14:03:27,FG60D-FW01,192.168.1.35,185.199.110.153,34562,80,17,accept,42,4520,7900,HTTP,5835370952,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:40:11,FG60D-FW01,192.168.1.192,185.199.110.153,56217,443,6,accept,18,2890,6482,HTTP,1937827664,4,traffic,forward,notice,HTTP session allowed
2025-08-05,13:56:23,FG60D-FW01,192.168.1.218,104.16.249.249,11259,22,17,accept,3,3296,2178,HTTPS,4715018002,1,traffic,forward,notice,HTTPS connection established
2025-08-05,13:51:13,FG60D-FW01,192.168.1.72,10.0.0.255,21452,443,17,accept,51,2424,3887,DHCP,2200363470,0,traffic,forward,notice,DHCP request processed
2025-08-05,14:03:55,FG60D-FW01,192.168.1.141,185.199.110.153,10124,3389,17,accept,31,2499,4547,HTTP,2908420563,2,traffic,forward,notice,HTTP session allowed
2025-08-05,14:40:02,FG60D-FW01,192.168.1.157,10.0.0.255,3876,445,17,accept,30,2658,1512,DHCP,7618617038,1,traffic,forward,notice,DHCP request processed
2025-08-05,15:42:32,FG60D-FW01,192.168.1.115,45.33.32.156,12743,22,17,deny,12,2565,7128,SMB,1478758347,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:06:44,FG60D-FW01,192.168.1.224,8.8.8.8,60698,443,17,accept,28,3019,8281,dns,1677302749,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:40:52,FG60D-FW01,192.168.1.68,10.0.0.255,59253,22,6,accept,13,1214,5233,DHCP,2292628151,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:37:43,FG60D-FW01,192.168.1.20,104.16.249.249,46933,443,6,accept,30,3684,2592,HTTPS,1444948550,1,traffic,forward,notice,HTTPS connection established
2025-08-05,14:13:14,FG60D-FW01,192.168.1.126,104.16.249.249,18514,3389,17,accept,13,1412,8745,HTTPS,1623594950,3,traffic,forward,notice,HTTPS connection established
2025-08-05,13:56:47,FG60D-FW01,192.168.1.11,10.0.0.255,52066,21,17,accept,30,821,527,DHCP,1001627398,1,traffic,forward,notice,DHCP request processed
2025-08-05,13:47:45,FG60D-FW01,192.168.1.39,10.0.0.255,32763,3389,17,accept,32,799,1465,DHCP,3341275625,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:41:49,FG60D-FW01,192.168.1.102,45.33.32.156,7531,22,17,deny,30,2119,801,SMB,2959173940,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:05:16,FG60D-FW01,192.168.1.6,45.33.32.156,16885,445,17,deny,22,1292,1723,SMB,2686184261,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:46:41,FG60D-FW01,192.168.1.244,104.16.249.249,22230,80,6,accept,42,4541,7924,HTTPS,6202372208,3,traffic,forward,notice,HTTPS connection established
2025-08-05,14:35:22,FG60D-FW01,192.168.1.111,185.220.101.4,59568,80,6,deny,40,3727,2023,SMB,3226514186,5,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:23:24,FG60D-FW01,192.168.1.145,185.199.110.153,3926,3389,17,accept,19,2572,3419,HTTP,3938846818,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:55:31,FG60D-FW01,192.168.1.152,8.8.8.8,1957,445,6,accept,22,801,5009,dns,1580965287,0,traffic,forward,notice,DNS query allowed
2025-08-05,15:29:43,FG60D-FW01,192.168.1.180,8.8.8.8,36720,445,17,accept,36,717,9040,dns,5511588677,2,traffic,forward,notice,DNS query allowed
2025-08-05,14:09:50,FG60D-FW01,192.168.1.197,104.16.249.249,4617,53,17,accept,2,3806,4241,HTTPS,2775812971,2,traffic,forward,notice,HTTPS connection established
2025-08-05,15:29:43,FG60D-FW01,192.168.1.241,203.0.113.7,44694,3389,17,deny,17,1842,3796,dns,1190305810,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:08:58,FG60D-FW01,192.168.1.166,104.16.249.249,55928,443,6,accept,2,3855,148,HTTPS,1095836836,3,traffic,forward,notice,HTTPS connection established
2025-08-05,14:11:13,FG60D-FW01,192.168.1.132,104.16.249.249,28131,445,17,accept,39,1241,8026,HTTPS,9500749663,2,traffic,forward,notice,HTTPS connection established
2025-08-05,14:01:57,FG60D-FW01,192.168.1.133,8.8.8.8,20076,3389,17,accept,45,4707,2598,dns,6157296428,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:41:28,FG60D-FW01,192.168.1.43,203.0.113.7,4606,3389,17,deny,59,3691,9924,SMB,1424717990,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,13:57:15,FG60D-FW01,192.168.1.118,10.0.0.255,62833,3389,6,accept,19,2331,7050,DHCP,1055327353,1,traffic,forward,notice,DHCP request processed
2025-08-05,14:06:08,FG60D-FW01,192.168.1.225,10.0.0.255,26634,53,17,accept,29,4113,1591,DHCP,2415067898,3,traffic,forward,notice,DHCP request processed
2025-08-05,14:57:00,FG60D-FW01,192.168.1.236,185.199.110.153,31278,21,6,accept,55,1426,540,HTTP,1808787592,2,traffic,forward,notice,HTTP session allowed
2025-08-05,14:29:44,FG60D-FW01,192.168.1.64,203.0.113.7,59767,53,6,deny,35,4047,9320,SMB,9861312737,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:22:26,FG60D-FW01,192.168.1.225,185.199.110.153,1478,21,6,accept,6,2767,6697,HTTP,3166155609,4,traffic,forward,notice,HTTP session allowed
2025-08-05,14:17:41,FG60D-FW01,192.168.1.127,10.0.0.255,47560,445,17,accept,19,624,7252,DHCP,5452900117,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:43:42,FG60D-FW01,192.168.1.204,185.220.101.4,60612,22,6,deny,33,4669,7407,HTTPS,2544610897,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:19:23,FG60D-FW01,192.168.1.194,8.8.8.8,43907,443,6,accept,4,3671,7885,dns,3390560512,4,traffic,forward,notice,DNS query allowed
2025-08-05,14:12:13,FG60D-FW01,192.168.1.138,45.33.32.156,18144,443,17,deny,18,1959,5441,SMB,4546545632,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,13:57:39,FG60D-FW01,192.168.1.253,185.199.110.153,37074,22,17,accept,1,3736,633,HTTP,5662884828,1,traffic,forward,notice,HTTP session allowed
2025-08-05,15:32:04,FG60D-FW01,192.168.1.196,10.0.0.255,44229,22,17,accept,48,663,5954,DHCP,3195292227,2,traffic,forward,notice,DHCP request processed
2025-08-05,13:56:57,FG60D-FW01,192.168.1.233,203.0.113.7,45712,22,17,deny,39,3185,4599,DHCP,2803830321,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:39:49,FG60D-FW01,192.168.1.170,185.199.110.153,11490,22,6,accept,30,1563,1256,HTTP,1521929400,4,traffic,forward,notice,HTTP session allowed
2025-08-05,15:04:33,FG60D-FW01,192.168.1.247,185.199.110.153,41365,445,6,accept,58,568,6836,HTTP,1594277768,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:33:32,FG60D-FW01,192.168.1.75,10.0.0.255,16471,53,6,accept,14,2390,1388,DHCP,3202451169,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:13:40,FG60D-FW01,192.168.1.165,8.8.8.8,26699,443,17,accept,4,936,4830,dns,3029949976,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:11:16,FG60D-FW01,192.168.1.30,185.199.110.153,40325,3389,6,accept,41,1702,5806,HTTP,2281330004,5,traffic,forward,notice,HTTP session allowed
2025-08-05,15:28:09,FG60D-FW01,192.168.1.238,10.0.0.255,53927,53,6,accept,32,4359,551,DHCP,2488995700,5,traffic,forward,notice,DHCP request processed
2025-08-05,15:16:15,FG60D-FW01,192.168.1.60,10.0.0.255,38220,21,6,accept,58,1934,6574,DHCP,7951268440,5,traffic,forward,notice,DHCP request processed
2025-08-05,14:57:45,FG60D-FW01,192.168.1.30,104.16.249.249,59076,80,17,accept,39,4787,7410,HTTPS,7755915861,5,traffic,forward,notice,HTTPS connection established
2025-08-05,13:49:18,FG60D-FW01,192.168.1.109,8.8.8.8,58788,3389,6,accept,6,4528,3764,dns,2623395487,1,traffic,forward,notice,DNS query allowed
2025-08-05,14:06:31,FG60D-FW01,192.168.1.137,104.16.249.249,2330,445,17,accept,39,3103,2709,HTTPS,2879968480,4,traffic,forward,notice,HTTPS connection established
2025-08-05,14:21:59,FG60D-FW01,192.168.1.135,45.33.32.156,40525,53,17,deny,0,2804,4186,SMB,1509588983,3,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:05:15,FG60D-FW01,192.168.1.56,45.33.32.156,16846,3389,6,deny,17,1703,5379,SMB,2825214197,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,13:46:16,FG60D-FW01,192.168.1.180,10.0.0.255,20954,443,6,accept,12,667,3504,DHCP,1237594843,4,traffic,forward,notice,DHCP request processed
2025-08-05,15:31:19,FG60D-FW01,192.168.1.250,104.16.249.249,38120,53,6,accept,23,872,7656,HTTPS,1653301179,3,traffic,forward,notice,HTTPS connection established
2025-08-05,14:11:25,FG60D-FW01,192.168.1.243,8.8.8.8,58877,3389,6,accept,38,2381,8414,dns,1384889678,4,traffic,forward,notice,DNS query allowed
2025-08-05,14:05:32,FG60D-FW01,192.168.1.109,185.220.101.4,26060,53,6,deny,28,54,2927,DHCP,2561497729,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:12:18,FG60D-FW01,192.168.1.200,104.16.249.249,36572,80,17,accept,27,2009,8870,HTTPS,8845228358,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:22:14,FG60D-FW01,192.168.1.172,8.8.8.8,54127,22,17,accept,14,4838,1911,dns,2562715319,3,traffic,forward,notice,DNS query allowed
2025-08-05,15:44:40,FG60D-FW01,192.168.1.11,185.199.110.153,23158,445,6,accept,33,3748,3902,HTTP,2450631960,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:42:26,FG60D-FW01,192.168.1.84,185.220.101.4,58034,22,17,deny,55,1118,4813,SMB,2771057354,0,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:30:26,FG60D-FW01,192.168.1.105,10.0.0.255,22423,445,6,accept,46,427,9137,DHCP,3247533869,1,traffic,forward,notice,DHCP request processed
2025-08-05,14:16:13,FG60D-FW01,192.168.1.136,10.0.0.255,25451,445,17,accept,45,2695,6493,DHCP,1141438296,1,traffic,forward,notice,DHCP request processed
2025-08-05,13:51:29,FG60D-FW01,192.168.1.182,45.33.32.156,38545,53,6,deny,38,2748,4626,SMB,1093056918,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:50:49,FG60D-FW01,192.168.1.31,104.16.249.249,35452,53,17,accept,35,3158,84,HTTPS,6985793796,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:40:20,FG60D-FW01,192.168.1.192,198.51.100.23,31460,22,6,deny,5,2151,28,dns,1100349956,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,13:53:01,FG60D-FW01,192.168.1.25,10.0.0.255,17095,53,17,accept,30,3168,8539,DHCP,2430004259,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:26:09,FG60D-FW01,192.168.1.229,8.8.8.8,8542,80,6,accept,58,2608,8922,dns,3478217741,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:36:56,FG60D-FW01,192.168.1.100,45.33.32.156,27304,443,6,deny,22,299,7661,SMB,1234760733,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:38:47,FG60D-FW01,192.168.1.3,104.16.249.249,63274,443,17,accept,56,4839,4387,HTTPS,2932331568,0,traffic,forward,notice,HTTPS connection established
2025-08-05,13:57:43,FG60D-FW01,192.168.1.172,104.16.249.249,41692,3389,6,accept,24,4880,6448,HTTPS,2319992206,5,traffic,forward,notice,HTTPS connection established
2025-08-05,13:53:43,FG60D-FW01,192.168.1.69,185.199.110.153,32009,443,6,accept,58,845,5941,HTTP,3240319022,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:23:31,FG60D-FW01,192.168.1.105,104.16.249.249,42972,3389,17,accept,29,4633,9170,HTTPS,1080229617,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:11:37,FG60D-FW01,192.168.1.9,10.0.0.255,47372,443,17,accept,56,4106,9046,DHCP,2360183902,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:15:20,FG60D-FW01,192.168.1.202,10.0.0.255,54135,80,6,accept,18,1512,7978,DHCP,2047415775,1,traffic,forward,notice,DHCP request processed
2025-08-05,13:48:20,FG60D-FW01,192.168.1.126,10.0.0.255,52441,445,17,accept,4,668,1600,DHCP,4349203598,3,traffic,forward,notice,DHCP request processed
2025-08-05,15:35:49,FG60D-FW01,192.168.1.218,185.199.110.153,60556,22,6,accept,58,1370,6987,HTTP,1745325362,1,traffic,forward,notice,HTTP session allowed
2025-08-05,15:20:03,FG60D-FW01,192.168.1.33,185.199.110.153,55567,445,17,accept,4,2513,8079,HTTP,1326124990,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:52:00,FG60D-FW01,192.168.1.209,8.8.8.8,18260,445,17,accept,29,664,2249,dns,9706423255,3,traffic,forward,notice,DNS query allowed
2025-08-05,13:48:56,FG60D-FW01,192.168.1.54,10.0.0.255,61228,3389,17,accept,41,2729,9388,DHCP,9201864348,2,traffic,forward,notice,DHCP request processed
2025-08-05,15:21:18,FG60D-FW01,192.168.1.11,185.199.110.153,27300,53,17,accept,40,4913,5311,HTTP,1301474251,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:20:27,FG60D-FW01,192.168.1.79,185.199.110.153,40738,22,6,accept,59,2843,9683,HTTP,1504221750,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:33:02,FG60D-FW01,192.168.1.142,104.16.249.249,13787,445,17,accept,28,1286,8601,HTTPS,1691090479,2,traffic,forward,notice,HTTPS connection established
2025-08-05,15:23:24,FG60D-FW01,192.168.1.153,45.33.32.156,63187,80,6,deny,38,3592,3140,SMB,1153530168,3,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:03:20,FG60D-FW01,192.168.1.43,45.33.32.156,7875,22,6,deny,8,4139,6442,SMB,1957562716,3,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:33:17,FG60D-FW01,192.168.1.240,10.0.0.255,65361,21,6,accept,13,2934,9984,DHCP,1571415834,2,traffic,forward,notice,DHCP request processed
2025-08-05,14:28:46,FG60D-FW01,192.168.1.165,10.0.0.255,50219,80,6,accept,43,3730,6765,DHCP,1841211978,3,traffic,forward,notice,DHCP request processed
2025-08-05,14:37:25,FG60D-FW01,192.168.1.44,198.51.100.23,1834,22,17,deny,3,4276,3356,DHCP,5401257120,0,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:38:42,FG60D-FW01,192.168.1.155,8.8.8.8,44651,21,17,accept,53,2035,6742,dns,1339575360,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:10:09,FG60D-FW01,192.168.1.140,8.8.8.8,16891,80,17,accept,24,3811,5701,dns,2013531438,5,traffic,forward,notice,DNS query allowed
2025-08-05,15:15:38,FG60D-FW01,192.168.1.151,45.33.32.156,9614,443,17,deny,7,3,1634,SMB,1116931598,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:59:10,FG60D-FW01,192.168.1.67,8.8.8.8,51153,80,17,accept,11,4592,1240,dns,1939680350,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:08:42,FG60D-FW01,192.168.1.81,185.199.110.153,48877,21,17,accept,10,1465,4226,HTTP,2316945742,5,traffic,forward,notice,HTTP session allowed
2025-08-05,15:20:09,FG60D-FW01,192.168.1.142,8.8.8.8,8229,445,6,accept,34,1126,8047,dns,1741059790,2,traffic,forward,notice,DNS query allowed
2025-08-05,15:02:22,FG60D-FW01,192.168.1.229,45.33.32.156,45595,21,17,deny,0,1610,1443,SMB,2047849280,3,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,13:46:35,FG60D-FW01,192.168.1.201,185.199.110.153,29978,443,17,accept,2,1220,6928,HTTP,1383441531,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:17:13,FG60D-FW01,192.168.1.161,185.220.101.4,7082,53,17,deny,53,3825,7658,HTTP,3127410698,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:07:07,FG60D-FW01,192.168.1.202,8.8.8.8,41142,443,17,accept,33,577,7771,dns,1225707906,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:50:39,FG60D-FW01,192.168.1.237,10.0.0.255,60626,22,6,accept,18,1425,1031,DHCP,3089070039,1,traffic,forward,notice,DHCP request processed
2025-08-05,13:51:38,FG60D-FW01,192.168.1.254,198.51.100.23,44929,443,6,deny,31,3860,7707,SMB,2457160921,0,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,13:57:58,FG60D-FW01,192.168.1.42,185.199.110.153,18715,3389,17,accept,17,4217,4942,HTTP,7478872289,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:27:03,FG60D-FW01,192.168.1.31,198.51.100.23,57722,80,6,deny,36,3143,3690,DHCP,1716582022,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:43:30,FG60D-FW01,192.168.1.145,10.0.0.255,44821,22,6,accept,38,1779,1385,DHCP,1371827867,2,traffic,forward,notice,DHCP request processed
2025-08-05,15:31:43,FG60D-FW01,192.168.1.86,185.199.110.153,45581,445,6,accept,6,4882,1750,HTTP,2999922979,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:18:26,FG60D-FW01,192.168.1.42,10.0.0.255,18330,80,6,accept,40,2648,658,DHCP,2034153487,3,traffic,forward,notice,DHCP request processed
2025-08-05,14:20:07,FG60D-FW01,192.168.1.186,185.199.110.153,59979,80,6,accept,24,3493,6522,HTTP,5306321340,5,traffic,forward,notice,HTTP session allowed
2025-08-05,15:21:12,FG60D-FW01,192.168.1.61,8.8.8.8,62622,443,17,accept,44,1791,2014,dns,5081030418,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:55:46,FG60D-FW01,192.168.1.159,8.8.8.8,33887,21,6,accept,26,779,8233,dns,1556987345,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:19:34,FG60D-FW01,192.168.1.210,10.0.0.255,41908,445,6,accept,7,3890,6156,DHCP,2515671243,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:30:35,FG60D-FW01,192.168.1.38,10.0.0.255,14576,445,17,accept,30,4830,2556,DHCP,1263681073,1,traffic,forward,notice,DHCP request processed
2025-08-05,15:42:04,FG60D-FW01,192.168.1.145,198.51.100.23,48577,443,6,deny,40,4840,4713,DHCP,2497586989,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,13:58:06,FG60D-FW01,192.168.1.198,8.8.8.8,65463,80,17,accept,39,1144,3137,dns,1655165157,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:08:03,FG60D-FW01,192.168.1.163,8.8.8.8,7036,22,17,accept,4,4325,9418,dns,1313747994,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:02:35,FG60D-FW01,192.168.1.51,10.0.0.255,45378,443,6,accept,23,3920,1064,DHCP,7542278243,3,traffic,forward,notice,DHCP request processed
2025-08-05,15:19:58,FG60D-FW01,192.168.1.174,185.199.110.153,20371,22,17,accept,12,766,1031,HTTP,9274530165,5,traffic,forward,notice,HTTP session allowed
2025-08-05,15:17:31,FG60D-FW01,192.168.1.60,185.199.110.153,3057,445,17,accept,21,3394,8496,HTTP,1547841118,2,traffic,forward,notice,HTTP session allowed
2025-08-05,14:17:40,FG60D-FW01,192.168.1.92,8.8.8.8,7600,80,6,accept,21,3351,409,dns,1515089631,5,traffic,forward,notice,DNS query allowed
2025-08-05,15:31:05,FG60D-FW01,192.168.1.103,45.33.32.156,52355,80,6,deny,10,4543,2861,SMB,2822505569,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:23:36,FG60D-FW01,192.168.1.149,45.33.32.156,49176,21,17,deny,48,3825,6476,SMB,2266462667,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:14:09,FG60D-FW01,192.168.1.85,185.199.110.153,41125,443,6,accept,58,1319,9143,HTTP,2768890811,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:39:47,FG60D-FW01,192.168.1.28,45.33.32.156,14224,3389,17,deny,43,3141,2812,SMB,6463392977,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:26:42,FG60D-FW01,192.168.1.71,10.0.0.255,57442,80,6,accept,3,4204,2879,DHCP,1161370889,1,traffic,forward,notice,DHCP request processed
